"source","target","volume","year","source_part_of","kind"
"L00397","L00366","S065",1954,"","same_text"
"L00397","L00367","S065",1954,"","same_text"
"L00397","L00368","S065",1954,"","same_text"
"L00397","L00369","S065",1954,"","same_text"
"L00397","L00370","S065",1954,"","same_text"
"L00397","L00371","S065",1954,"","same_text"
"L00397","L00384","S065",1954,"","same_text"
"L00397","L00372","S065",1954,"","same_text"
"L00397","L00373","S065",1954,"","same_text"
"L00397","L00386","S065",1954,"","same_text"
"L00397","L00397","S065",1954,"","same_text"
"L00374","L00386","S065",1954,"L00386","part_of"
"L00375","L00397","S065",1954,"L00397","part_of"
"L00385","L00387","S065",1954,"L00387","part_of"
"L00376","L00389","S065",1954,"L00389","part_of"
"L00377","L00389","S065",1954,"L00389","part_of"
"L00378","L00389","S065",1954,"L00389","part_of"
"L00379","L00389","S065",1954,"L00389","part_of"
"L00360","L00383","S065",1954,"L00383","part_of"
"L00361","L00383","S065",1954,"L00383","part_of"
"L00362","L00383","S065",1954,"L00383","part_of"
"L00363","L00383","S065",1954,"L00383","part_of"
"L00364","L00383","S065",1954,"L00383","part_of"
"L00365","L00383","S065",1954,"L00383","part_of"
"L00366","L00383","S065",1954,"L00383","part_of"
"L00367","L00383","S065",1954,"L00383","part_of"
"L00368","L00383","S065",1954,"L00383","part_of"
"L00369","L00383","S065",1954,"L00383","part_of"
"L00370","L00383","S065",1954,"L00383","part_of"
"L00371","L00383","S065",1954,"L00383","part_of"
"L00384","L00383","S065",1954,"L00383","part_of"
"L00372","L00383","S065",1954,"L00383","part_of"
"L00373","L00383","S065",1954,"L00383","part_of"
"L00387","L00388","S066",1953,"","same_text"
"L00387","L00389","S066",1953,"","same_text"
"L00387","L00390","S066",1953,"","same_text"
"L00387","L00391","S066",1953,"","same_text"
"L00387","L00392","S066",1953,"","same_text"
"L00387","L00393","S066",1953,"","same_text"
"L00387","L00394","S066",1953,"","same_text"
"L00387","L00395","S066",1953,"","same_text"
"L00387","L00396","S066",1953,"","same_text"
"L00388","L00389","S066",1953,"","same_text"
"L00388","L00390","S066",1953,"","same_text"
"L00388","L00391","S066",1953,"","same_text"
"L00388","L00392","S066",1953,"","same_text"
"L00388","L00393","S066",1953,"","same_text"
"L00388","L00394","S066",1953,"","same_text"
"L00388","L00395","S066",1953,"","same_text"
"L00388","L00396","S066",1953,"","same_text"
"L00389","L00390","S066",1953,"","same_text"
"L00389","L00391","S066",1953,"","same_text"
"L00389","L00392","S066",1953,"","same_text"
"L00389","L00393","S066",1953,"","same_text"
"L00389","L00394","S066",1953,"","same_text"
"L00389","L00395","S066",1953,"","same_text"
"L00389","L00396","S066",1953,"","same_text"
"L00390","L00391","S066",1953,"","same_text"
"L00390","L00392","S066",1953,"","same_text"
"L00390","L00393","S066",1953,"","same_text"
"L00390","L00394","S066",1953,"","same_text"
"L00390","L00395","S066",1953,"","same_text"
"L00390","L00396","S066",1953,"","same_text"
"L00391","L00392","S066",1953,"","same_text"
"L00391","L00393","S066",1953,"","same_text"
"L00391","L00394","S066",1953,"","same_text"
"L00391","L00395","S066",1953,"","same_text"
"L00391","L00396","S066",1953,"","same_text"
"L00392","L00393","S066",1953,"","same_text"
"L00392","L00394","S066",1953,"","same_text"
"L00392","L00395","S066",1953,"","same_text"
"L00392","L00396","S066",1953,"","same_text"
"L00393","L00394","S066",1953,"","same_text"
"L00393","L00395","S066",1953,"","same_text"
"L00393","L00396","S066",1953,"","same_text"
"L00394","L00395","S066",1953,"","same_text"
"L00394","L00396","S066",1953,"","same_text"
"L00395","L00396","S066",1953,"","same_text"
"L00398","L00397","S067",1954,"L00397","part_of"
"L00399","L00397","S067",1954,"L00397","part_of"
"L00400","L00397","S067",1954,"L00397","part_of"
"L00401","L00397","S067",1954,"L00397","part_of"
"L00402","L00397","S067",1954,"L00397","part_of"
"L00403","L00397","S067",1954,"L00397","part_of"
"L00404","L00397","S067",1954,"L00397","part_of"
"L00405","L00397","S067",1954,"L00397","part_of"
"L00406","L00397","S067",1954,"L00397","part_of"
"L00407","L00397","S067",1954,"L00397","part_of"
"L00408","L00397","S067",1954,"L00397","part_of"
"L00409","L00397","S067",1954,"L00397","part_of"
"L00410","L00411","S068",1953,"","same_text"
"L00410","L00412","S068",1953,"","same_text"
"L00410","L00413","S068",1953,"","same_text"
"L00410","L00414","S068",1953,"","same_text"
"L00410","L00415","S068",1953,"","same_text"
"L00410","L00416","S068",1953,"","same_text"
"L00410","L00417","S068",1953,"","same_text"
"L00410","L00418","S068",1953,"","same_text"
"L00410","L00423","S068",1953,"","same_text"
"L00410","L00419","S068",1953,"","same_text"
"L00410","L00420","S068",1953,"","same_text"
"L00410","L00421","S068",1953,"","same_text"
"L00410","L00422","S068",1953,"","same_text"
"L00411","L00412","S068",1953,"","same_text"
"L00411","L00413","S068",1953,"","same_text"
"L00411","L00414","S068",1953,"","same_text"
"L00411","L00415","S068",1953,"","same_text"
"L00411","L00416","S068",1953,"","same_text"
"L00411","L00417","S068",1953,"","same_text"
"L00411","L00418","S068",1953,"","same_text"
"L00411","L00423","S068",1953,"","same_text"
"L00411","L00419","S068",1953,"","same_text"
"L00411","L00420","S068",1953,"","same_text"
"L00411","L00421","S068",1953,"","same_text"
"L00411","L00422","S068",1953,"","same_text"
"L00412","L00413","S068",1953,"","same_text"
"L00412","L00414","S068",1953,"","same_text"
"L00412","L00415","S068",1953,"","same_text"
"L00412","L00416","S068",1953,"","same_text"
"L00412","L00417","S068",1953,"","same_text"
"L00412","L00418","S068",1953,"","same_text"
"L00412","L00423","S068",1953,"","same_text"
"L00412","L00419","S068",1953,"","same_text"
"L00412","L00420","S068",1953,"","same_text"
"L00412","L00421","S068",1953,"","same_text"
"L00412","L00422","S068",1953,"","same_text"
"L00413","L00414","S068",1953,"","same_text"
"L00413","L00415","S068",1953,"","same_text"
"L00413","L00416","S068",1953,"","same_text"
"L00413","L00417","S068",1953,"","same_text"
"L00413","L00418","S068",1953,"","same_text"
"L00413","L00423","S068",1953,"","same_text"
"L00413","L00419","S068",1953,"","same_text"
"L00413","L00420","S068",1953,"","same_text"
"L00413","L00421","S068",1953,"","same_text"
"L00413","L00422","S068",1953,"","same_text"
"L00414","L00415","S068",1953,"","same_text"
"L00414","L00416","S068",1953,"","same_text"
"L00414","L00417","S068",1953,"","same_text"
"L00414","L00418","S068",1953,"","same_text"
"L00414","L00423","S068",1953,"","same_text"
"L00414","L00419","S068",1953,"","same_text"
"L00414","L00420","S068",1953,"","same_text"
"L00414","L00421","S068",1953,"","same_text"
"L00414","L00422","S068",1953,"","same_text"
"L00415","L00416","S068",1953,"","same_text"
"L00415","L00417","S068",1953,"","same_text"
"L00415","L00418","S068",1953,"","same_text"
"L00415","L00423","S068",1953,"","same_text"
"L00415","L00419","S068",1953,"","same_text"
"L00415","L00420","S068",1953,"","same_text"
"L00415","L00421","S068",1953,"","same_text"
"L00415","L00422","S068",1953,"","same_text"
"L00416","L00417","S068",1953,"","same_text"
"L00416","L00418","S068",1953,"","same_text"
"L00416","L00423","S068",1953,"","same_text"
"L00416","L00419","S068",1953,"","same_text"
"L00416","L00420","S068",1953,"","same_text"
"L00416","L00421","S068",1953,"","same_text"
"L00416","L00422","S068",1953,"","same_text"
"L00417","L00418","S068",1953,"","same_text"
"L00417","L00423","S068",1953,"","same_text"
"L00417","L00419","S068",1953,"","same_text"
"L00417","L00420","S068",1953,"","same_text"
"L00417","L00421","S068",1953,"","same_text"
"L00417","L00422","S068",1953,"","same_text"
"L00418","L00423","S068",1953,"","same_text"
"L00418","L00419","S068",1953,"","same_text"
"L00418","L00420","S068",1953,"","same_text"
"L00418","L00421","S068",1953,"","same_text"
"L00418","L00422","S068",1953,"","same_text"
"L00423","L00419","S068",1953,"","same_text"
"L00423","L00420","S068",1953,"","same_text"
"L00423","L00421","S068",1953,"","same_text"
"L00423","L00422","S068",1953,"","same_text"
"L00419","L00420","S068",1953,"","same_text"
"L00419","L00421","S068",1953,"","same_text"
"L00419","L00422","S068",1953,"","same_text"
"L00420","L00421","S068",1953,"","same_text"
"L00420","L00422","S068",1953,"","same_text"
"L00421","L00422","S068",1953,"","same_text"
"L00425","L00424","S069",1953,"","same_text"
"L00424","L00425","S069",1953,"L00425","part_of"
"L00428","L00426","S070",1953,"","same_text"
"L00428","L00427","S070",1953,"","same_text"
"L00426","L00428","S070",1953,"L00428","part_of"
"L00427","L00428","S070",1953,"L00428","part_of"
"L00429","L00429","S071",1954,"","same_text"
"L00429","L00433","S071",1954,"","same_text"
"L00429","L00432","S071",1954,"","same_text"
"L00429","L00430","S071",1954,"","same_text"
"L00429","L00434","S071",1954,"","same_text"
"L00430","L00433","S071",1954,"","same_text"
"L00430","L00432","S071",1954,"","same_text"
"L00430","L00430","S071",1954,"","same_text"
"L00430","L00434","S071",1954,"","same_text"
"L00434","L00432","S071",1954,"","same_text"
"L00434","L00430","S071",1954,"","same_text"
"L00434","L00434","S071",1954,"","same_text"
"L00431","L00434","S071",1954,"L00434","part_of"
"L00433","L00434","S071",1954,"L00434","part_of"
"L00432","L00434","S071",1954,"L00434","part_of"
"L00445","L00436","S072",1954,"","same_text"
"L00445","L00437","S072",1954,"","same_text"
"L00445","L00438","S072",1954,"","same_text"
"L00445","L00439","S072",1954,"","same_text"
"L00445","L00440","S072",1954,"","same_text"
"L00445","L00441","S072",1954,"","same_text"
"L00445","L00442","S072",1954,"","same_text"
"L00445","L00443","S072",1954,"","same_text"
"L00445","L00444","S072",1954,"","same_text"
"L00445","L00445","S072",1954,"","same_text"
"L00435","L00445","S072",1954,"L00445","part_of"
"L00436","L00445","S072",1954,"L00445","part_of"
"L00437","L00445","S072",1954,"L00445","part_of"
"L00438","L00445","S072",1954,"L00445","part_of"
"L00439","L00445","S072",1954,"L00445","part_of"
"L00440","L00445","S072",1954,"L00445","part_of"
"L00441","L00445","S072",1954,"L00445","part_of"
"L00442","L00445","S072",1954,"L00445","part_of"
"L00443","L00445","S072",1954,"L00445","part_of"
"L00444","L00445","S072",1954,"L00445","part_of"
"L00446","L00447","S073",1954,"","same_text"
"L00446","L00448","S073",1954,"","same_text"
"L00446","L00449","S073",1954,"","same_text"
"L00446","L00450","S073",1954,"","same_text"
"L00447","L00448","S073",1954,"","same_text"
"L00447","L00449","S073",1954,"","same_text"
"L00447","L00450","S073",1954,"","same_text"
"L00448","L00449","S073",1954,"","same_text"
"L00448","L00450","S073",1954,"","same_text"
"L00449","L00450","S073",1954,"","same_text"
"L00451","L00452","S074",1954,"","same_text"
"L00451","L00453","S074",1954,"","same_text"
"L00452","L00453","S074",1954,"","same_text"
"L00454","L00455","S075",1954,"","same_text"
"L00456","L00457","S076",1954,"","same_text"
"L00462","L00460","S077",1954,"","same_text"
"L00462","L00458","S077",1954,"","same_text"
"L00462","L00461","S077",1954,"","same_text"
"L00462","L00462","S077",1954,"","same_text"
"L00459","L00461","S077",1954,"L00461","part_of"
"L00460","L00461","S077",1954,"L00461","part_of"
"L00458","L00461","S077",1954,"L00461","part_of"
"L00461","L00461","S077",1954,"L00461","part_of"
"L00463","L00469","S078",1954,"","same_text"
"L00463","L00464","S078",1954,"","same_text"
"L00463","L00465","S078",1954,"","same_text"
"L00463","L00466","S078",1954,"","same_text"
"L00463","L00467","S078",1954,"","same_text"
"L00463","L00468","S078",1954,"","same_text"
"L00464","L00464","S078",1954,"","same_text"
"L00464","L00465","S078",1954,"","same_text"
"L00464","L00466","S078",1954,"","same_text"
"L00464","L00467","S078",1954,"","same_text"
"L00464","L00468","S078",1954,"","same_text"
"L00465","L00465","S078",1954,"","same_text"
"L00465","L00466","S078",1954,"","same_text"
"L00465","L00467","S078",1954,"","same_text"
"L00465","L00468","S078",1954,"","same_text"
"L00466","L00466","S078",1954,"","same_text"
"L00466","L00467","S078",1954,"","same_text"
"L00466","L00468","S078",1954,"","same_text"
"L00467","L00467","S078",1954,"","same_text"
"L00467","L00468","S078",1954,"","same_text"
"L00468","L00468","S078",1954,"","same_text"
"L00469","L00463","S078",1954,"L00463","part_of"
"L00470","L00471","S079",1954,"","same_text"
"L00470","L00472","S079",1954,"","same_text"
"L00470","L00473","S079",1954,"","same_text"
"L00470","L00474","S079",1954,"","same_text"
"L00470","L00475","S079",1954,"","same_text"
"L00471","L00472","S079",1954,"","same_text"
"L00471","L00473","S079",1954,"","same_text"
"L00471","L00474","S079",1954,"","same_text"
"L00471","L00475","S079",1954,"","same_text"
"L00472","L00473","S079",1954,"","same_text"
"L00472","L00474","S079",1954,"","same_text"
"L00472","L00475","S079",1954,"","same_text"
"L00473","L00474","S079",1954,"","same_text"
"L00473","L00475","S079",1954,"","same_text"
"L00474","L00475","S079",1954,"","same_text"
"L00481","L00477","S081",1954,"","same_text"
"L00481","L00478","S081",1954,"","same_text"
"L00481","L00479","S081",1954,"","same_text"
"L00481","L00480","S081",1954,"","same_text"
"L00477","L00478","S081",1954,"","same_text"
"L00477","L00479","S081",1954,"","same_text"
"L00477","L00480","S081",1954,"","same_text"
"L00478","L00479","S081",1954,"","same_text"
"L00478","L00480","S081",1954,"","same_text"
"L00479","L00480","S081",1954,"","same_text"
"L00483","L00484","S083",1954,"","same_text"
"L00483","L00485","S083",1954,"","same_text"
"L00483","L00486","S083",1954,"","same_text"
"L00483","L00487","S083",1954,"","same_text"
"L00483","L00488","S083",1954,"","same_text"
"L00483","L00489","S083",1954,"","same_text"
"L00483","L00490","S083",1954,"","same_text"
"L00483","L00491","S083",1954,"","same_text"
"L00484","L00485","S083",1954,"","same_text"
"L00484","L00486","S083",1954,"","same_text"
"L00484","L00487","S083",1954,"","same_text"
"L00484","L00488","S083",1954,"","same_text"
"L00484","L00489","S083",1954,"","same_text"
"L00484","L00490","S083",1954,"","same_text"
"L00484","L00491","S083",1954,"","same_text"
"L00485","L00486","S083",1954,"","same_text"
"L00485","L00487","S083",1954,"","same_text"
"L00485","L00488","S083",1954,"","same_text"
"L00485","L00489","S083",1954,"","same_text"
"L00485","L00490","S083",1954,"","same_text"
"L00485","L00491","S083",1954,"","same_text"
"L00486","L00487","S083",1954,"","same_text"
"L00486","L00488","S083",1954,"","same_text"
"L00486","L00489","S083",1954,"","same_text"
"L00486","L00490","S083",1954,"","same_text"
"L00486","L00491","S083",1954,"","same_text"
"L00487","L00488","S083",1954,"","same_text"
"L00487","L00489","S083",1954,"","same_text"
"L00487","L00490","S083",1954,"","same_text"
"L00487","L00491","S083",1954,"","same_text"
"L00488","L00489","S083",1954,"","same_text"
"L00488","L00490","S083",1954,"","same_text"
"L00488","L00491","S083",1954,"","same_text"
"L00489","L00490","S083",1954,"","same_text"
"L00489","L00491","S083",1954,"","same_text"
"L00490","L00491","S083",1954,"","same_text"
"L00492","L00493","S084",1955,"","same_text"
"L00492","L00494","S084",1955,"","same_text"
"L00492","L00495","S084",1955,"","same_text"
"L00492","L00496","S084",1955,"","same_text"
"L00493","L00494","S084",1955,"","same_text"
"L00493","L00495","S084",1955,"","same_text"
"L00493","L00496","S084",1955,"","same_text"
"L00494","L00495","S084",1955,"","same_text"
"L00494","L00496","S084",1955,"","same_text"
"L00495","L00496","S084",1955,"","same_text"
"L00498","L00499","S085",1956,"","same_text"
"L00498","L00500","S085",1956,"","same_text"
"L00498","L00501","S085",1956,"","same_text"
"L00498","L00502","S085",1956,"","same_text"
"L00498","L00503","S085",1956,"","same_text"
"L00498","L00504","S085",1956,"","same_text"
"L00499","L00500","S085",1956,"","same_text"
"L00499","L00501","S085",1956,"","same_text"
"L00499","L00502","S085",1956,"","same_text"
"L00499","L00503","S085",1956,"","same_text"
"L00499","L00504","S085",1956,"","same_text"
"L00500","L00501","S085",1956,"","same_text"
"L00500","L00502","S085",1956,"","same_text"
"L00500","L00503","S085",1956,"","same_text"
"L00500","L00504","S085",1956,"","same_text"
"L00501","L00502","S085",1956,"","same_text"
"L00501","L00503","S085",1956,"","same_text"
"L00501","L00504","S085",1956,"","same_text"
"L00502","L00503","S085",1956,"","same_text"
"L00502","L00504","S085",1956,"","same_text"
"L00503","L00504","S085",1956,"","same_text"
"L00505","L00506","S086",1957,"","same_text"
"L00505","L00507","S086",1957,"","same_text"
"L00506","L00507","S086",1957,"","same_text"
"L00508","L00509","S089",1958,"","same_text"
"L00511","L00511","S090",1958,"","same_text"
"L00511","L00512","S090",1958,"","same_text"
"L00510","L00511","S090",1958,"L00511","part_of"
"L00512","L00511","S090",1958,"L00511","part_of"
"L00514","L00514","S091",1958,"","same_text"
"L00513","L00514","S091",1958,"L00514","part_of"
"L00515","L00516","S092",1958,"","same_text"
"L00515","L00517","S092",1958,"","same_text"
"L00515","L00518","S092",1958,"","same_text"
"L00515","L00519","S092",1958,"","same_text"
"L00516","L00517","S092",1958,"","same_text"
"L00516","L00518","S092",1958,"","same_text"
"L00516","L00519","S092",1958,"","same_text"
"L00517","L00518","S092",1958,"","same_text"
"L00517","L00519","S092",1958,"","same_text"
"L00518","L00519","S092",1958,"","same_text"
"L00520","L00521","S093",1958,"","same_text"
"L00520","L00522","S093",1958,"","same_text"
"L00520","L00523","S093",1958,"","same_text"
"L00520","L00524","S093",1958,"","same_text"
"L00520","L00525","S093",1958,"","same_text"
"L00520","L00526","S093",1958,"","same_text"
"L00521","L00523","S093",1958,"L00523","part_of"
"L00522","L00523","S093",1958,"L00523","part_of"
"L00523","L00520","S093",1958,"L00520","part_of"
"L00524","L00523","S093",1958,"L00523","part_of"
"L00525","L00523","S093",1958,"L00523","part_of"
"L00526","L00523","S093",1958,"L00523","part_of"
"L00527","L00528","S094",1958,"","same_text"
"L00527","L00529","S094",1958,"","same_text"
"L00527","L00530","S094",1958,"","same_text"
"L00527","L00531","S094",1958,"","same_text"
"L00527","L00532","S094",1958,"","same_text"
"L00528","L00529","S094",1958,"","same_text"
"L00528","L00530","S094",1958,"","same_text"
"L00528","L00531","S094",1958,"","same_text"
"L00528","L00532","S094",1958,"","same_text"
"L00529","L00530","S094",1958,"","same_text"
"L00529","L00531","S094",1958,"","same_text"
"L00529","L00532","S094",1958,"","same_text"
"L00530","L00531","S094",1958,"","same_text"
"L00530","L00532","S094",1958,"","same_text"
"L00531","L00532","S094",1958,"","same_text"
"L00566","L00534","S095",1958,"","same_text"
"L00566","L00535","S095",1958,"","same_text"
"L00566","L00536","S095",1958,"","same_text"
"L00566","L00537","S095",1958,"","same_text"
"L00566","L00538","S095",1958,"","same_text"
"L00566","L00539","S095",1958,"","same_text"
"L00566","L00540","S095",1958,"","same_text"
"L00566","L00541","S095",1958,"","same_text"
"L00566","L00542","S095",1958,"","same_text"
"L00566","L00543","S095",1958,"","same_text"
"L00566","L00544","S095",1958,"","same_text"
"L00566","L00545","S095",1958,"","same_text"
"L00566","L00546","S095",1958,"","same_text"
"L00566","L00547","S095",1958,"","same_text"
"L00566","L00548","S095",1958,"","same_text"
"L00566","L00549","S095",1958,"","same_text"
"L00566","L00550","S095",1958,"","same_text"
"L00566","L00551","S095",1958,"","same_text"
"L00566","L00552","S095",1958,"","same_text"
"L00566","L00553","S095",1958,"","same_text"
"L00566","L00554","S095",1958,"","same_text"
"L00566","L00555","S095",1958,"","same_text"
"L00566","L00556","S095",1958,"","same_text"
"L00566","L00557","S095",1958,"","same_text"
"L00566","L00558","S095",1958,"","same_text"
"L00566","L00559","S095",1958,"","same_text"
"L00566","L00560","S095",1958,"","same_text"
"L00566","L00561","S095",1958,"","same_text"
"L00566","L00562","S095",1958,"","same_text"
"L00566","L00563","S095",1958,"","same_text"
"L00566","L00564","S095",1958,"","same_text"
"L00566","L00565","S095",1958,"","same_text"
"L00566","L00566","S095",1958,"","same_text"
"L00533","L00566","S095",1958,"L00566","part_of"
"L00534","L00566","S095",1958,"L00566","part_of"
"L00535","L00566","S095",1958,"L00566","part_of"
"L00536","L00566","S095",1958,"L00566","part_of"
"L00537","L00566","S095",1958,"L00566","part_of"
"L00538","L00566","S095",1958,"L00566","part_of"
"L00539","L00566","S095",1958,"L00566","part_of"
"L00540","L00566","S095",1958,"L00566","part_of"
"L00541","L00566","S095",1958,"L00566","part_of"
"L00542","L00566","S095",1958,"L00566","part_of"
"L00543","L00566","S095",1958,"L00566","part_of"
"L00544","L00566","S095",1958,"L00566","part_of"
"L00545","L00566","S095",1958,"L00566","part_of"
"L00546","L00566","S095",1958,"L00566","part_of"
"L00547","L00566","S095",1958,"L00566","part_of"
"L00548","L00566","S095",1958,"L00566","part_of"
"L00549","L00566","S095",1958,"L00566","part_of"
"L00550","L00566","S095",1958,"L00566","part_of"
"L00551","L00566","S095",1958,"L00566","part_of"
"L00552","L00566","S095",1958,"L00566","part_of"
"L00553","L00566","S095",1958,"L00566","part_of"
"L00554","L00566","S095",1958,"L00566","part_of"
"L00555","L00566","S095",1958,"L00566","part_of"
"L00556","L00566","S095",1958,"L00566","part_of"
"L00557","L00566","S095",1958,"L00566","part_of"
"L00558","L00566","S095",1958,"L00566","part_of"
"L00559","L00566","S095",1958,"L00566","part_of"
"L00560","L00566","S095",1958,"L00566","part_of"
"L00561","L00566","S095",1958,"L00566","part_of"
"L00562","L00566","S095",1958,"L00566","part_of"
"L00563","L00566","S095",1958,"L00566","part_of"
"L00564","L00566","S095",1958,"L00566","part_of"
"L00565","L00566","S095",1958,"L00566","part_of"
"L00567","L00568","S096",1958,"","same_text"
"L00567","L00569","S096",1958,"","same_text"
"L00567","L00570","S096",1958,"","same_text"
"L00567","L00571","S096",1958,"","same_text"
"L00568","L00572","S096",1958,"L00572","part_of"
"L00569","L00572","S096",1958,"L00572","part_of"
"L00570","L00572","S096",1958,"L00572","part_of"
"L00571","L00572","S096",1958,"L00572","part_of"
"L00573","L00573","S097",1958,"","same_text"
"L00573","L00574","S097",1958,"","same_text"
"L00573","L00575","S097",1958,"","same_text"
"L00573","L00576","S097",1958,"","same_text"
"L00573","L00577","S097",1958,"","same_text"
"L00573","L00578","S097",1958,"","same_text"
"L00573","L00579","S097",1958,"","same_text"
"L00573","L00580","S097",1958,"","same_text"
"L00573","L00581","S097",1958,"","same_text"
"L00574","L00574","S097",1958,"","same_text"
"L00574","L00575","S097",1958,"","same_text"
"L00574","L00576","S097",1958,"","same_text"
"L00574","L00577","S097",1958,"","same_text"
"L00574","L00578","S097",1958,"","same_text"
"L00574","L00579","S097",1958,"","same_text"
"L00574","L00580","S097",1958,"","same_text"
"L00574","L00581","S097",1958,"","same_text"
"L00575","L00575","S097",1958,"","same_text"
"L00575","L00576","S097",1958,"","same_text"
"L00575","L00577","S097",1958,"","same_text"
"L00575","L00578","S097",1958,"","same_text"
"L00575","L00579","S097",1958,"","same_text"
"L00575","L00580","S097",1958,"","same_text"
"L00575","L00581","S097",1958,"","same_text"
"L00576","L00576","S097",1958,"","same_text"
"L00576","L00577","S097",1958,"","same_text"
"L00576","L00578","S097",1958,"","same_text"
"L00576","L00579","S097",1958,"","same_text"
"L00576","L00580","S097",1958,"","same_text"
"L00576","L00581","S097",1958,"","same_text"
"L00577","L00577","S097",1958,"","same_text"
"L00577","L00578","S097",1958,"","same_text"
"L00577","L00579","S097",1958,"","same_text"
"L00577","L00580","S097",1958,"","same_text"
"L00577","L00581","S097",1958,"","same_text"
"L00578","L00578","S097",1958,"","same_text"
"L00578","L00579","S097",1958,"","same_text"
"L00578","L00580","S097",1958,"","same_text"
"L00578","L00581","S097",1958,"","same_text"
"L00572","L00573","S097",1958,"L00573","part_of"
"L00579","L00577","S097",1958,"L00577","part_of"
"L00580","L00577","S097",1958,"L00577","part_of"
"L00581","L00574","S097",1958,"L00574","part_of"
"L00582","L00583","S098",1958,"","same_text"
"L00582","L00584","S098",1958,"","same_text"
"L00582","L00585","S098",1958,"","same_text"
"L00582","L00586","S098",1958,"","same_text"
"L00582","L00587","S098",1958,"","same_text"
"L00582","L00588","S098",1958,"","same_text"
"L00583","L00584","S098",1958,"","same_text"
"L00583","L00585","S098",1958,"","same_text"
"L00583","L00586","S098",1958,"","same_text"
"L00583","L00587","S098",1958,"","same_text"
"L00583","L00588","S098",1958,"","same_text"
"L00584","L00585","S098",1958,"","same_text"
"L00584","L00586","S098",1958,"","same_text"
"L00584","L00587","S098",1958,"","same_text"
"L00584","L00588","S098",1958,"","same_text"
"L00585","L00586","S098",1958,"","same_text"
"L00585","L00587","S098",1958,"","same_text"
"L00585","L00588","S098",1958,"","same_text"
"L00586","L00587","S098",1958,"","same_text"
"L00586","L00588","S098",1958,"","same_text"
"L00587","L00588","S098",1958,"","same_text"
"L00589","L00590","S099",1958,"","same_text"
"L00589","L00591","S099",1958,"","same_text"
"L00589","L00592","S099",1958,"","same_text"
"L00589","L00593","S099",1958,"","same_text"
"L00590","L00591","S099",1958,"","same_text"
"L00590","L00592","S099",1958,"","same_text"
"L00590","L00593","S099",1958,"","same_text"
"L00591","L00592","S099",1958,"","same_text"
"L00591","L00593","S099",1958,"","same_text"
"L00592","L00593","S099",1958,"","same_text"
"L00594","L00595","S100",1958,"","same_text"
"L00594","L00596","S100",1958,"","same_text"
"L00594","L00597","S100",1958,"","same_text"
"L00595","L00596","S100",1958,"","same_text"
"L00595","L00597","S100",1958,"","same_text"
"L00596","L00597","S100",1958,"","same_text"
"L00598","L00599","S101",1958,"","same_text"
"L00598","L00600","S101",1958,"","same_text"
"L00598","L00601","S101",1958,"","same_text"
"L00598","L00602","S101",1958,"","same_text"
"L00598","L00603","S101",1958,"","same_text"
"L00598","L00604","S101",1958,"","same_text"
"L00598","L00605","S101",1958,"","same_text"
"L00598","L00606","S101",1958,"","same_text"
"L00599","L00600","S101",1958,"","same_text"
"L00599","L00601","S101",1958,"","same_text"
"L00599","L00602","S101",1958,"","same_text"
"L00599","L00603","S101",1958,"","same_text"
"L00599","L00604","S101",1958,"","same_text"
"L00599","L00605","S101",1958,"","same_text"
"L00599","L00606","S101",1958,"","same_text"
"L00600","L00601","S101",1958,"","same_text"
"L00600","L00602","S101",1958,"","same_text"
"L00600","L00603","S101",1958,"","same_text"
"L00600","L00604","S101",1958,"","same_text"
"L00600","L00605","S101",1958,"","same_text"
"L00600","L00606","S101",1958,"","same_text"
"L00601","L00602","S101",1958,"","same_text"
"L00601","L00603","S101",1958,"","same_text"
"L00601","L00604","S101",1958,"","same_text"
"L00601","L00605","S101",1958,"","same_text"
"L00601","L00606","S101",1958,"","same_text"
"L00602","L00603","S101",1958,"","same_text"
"L00602","L00604","S101",1958,"","same_text"
"L00602","L00605","S101",1958,"","same_text"
"L00602","L00606","S101",1958,"","same_text"
"L00603","L00604","S101",1958,"","same_text"
"L00603","L00605","S101",1958,"","same_text"
"L00603","L00606","S101",1958,"","same_text"
"L00605","L00605","S101",1958,"","same_text"
"L00605","L00606","S101",1958,"","same_text"
"L00606","L00606","S101",1958,"","same_text"
"L00604","L00605","S101",1958,"L00605","part_of"
"L00607","L00608","S102",1958,"","same_text"
"L00607","L00609","S102",1958,"","same_text"
"L00607","L00610","S102",1958,"","same_text"
"L00607","L00611","S102",1958,"","same_text"
"L00608","L00609","S102",1958,"","same_text"
"L00608","L00610","S102",1958,"","same_text"
"L00608","L00611","S102",1958,"","same_text"
"L00609","L00610","S102",1958,"","same_text"
"L00609","L00611","S102",1958,"","same_text"
"L00610","L00611","S102",1958,"","same_text"
"L00612","L00613","S103",1958,"","same_text"
"L00612","L00614","S103",1958,"","same_text"
"L00612","L00615","S103",1958,"","same_text"
"L00612","L00616","S103",1958,"","same_text"
"L00612","L00617","S103",1958,"","same_text"
"L00612","L00618","S103",1958,"","same_text"
"L00613","L00614","S103",1958,"","same_text"
"L00613","L00615","S103",1958,"","same_text"
"L00613","L00616","S103",1958,"","same_text"
"L00613","L00617","S103",1958,"","same_text"
"L00613","L00618","S103",1958,"","same_text"
"L00614","L00615","S103",1958,"","same_text"
"L00614","L00616","S103",1958,"","same_text"
"L00614","L00617","S103",1958,"","same_text"
