"id"	"attributes.title"	"attributes.txt_length"	"attributes.log_length"	"viz.position.x"	"viz.position.y"
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S168"	"Serpenti e teschi"	5772	29.48	-695.264	-988.8343
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S169"	"Il richiamo dell'acqua"	8736	36.17	1538.967	300.21902
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S170"	"L'aiola di sabbia"	5037	27.29	-106.56895	-1157.0592
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S171"	"La poubelle agréée"	41079	61.12	-1193.7089	1702.4004
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S172"	"Il seno nudo"	5137	27.61	-817.6036	-1095.2704
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S173"	"Il crollo del tempo"	8431	35.59	-1849.3158	964.2509
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S174"	"Parafrasi"	3825	22.85	2053.3965	-520.69714
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S175"	"Lo specchio e il bersaglio"	12906	42.46	-1424.0044	-1015.758
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S176"	"La coscienza a posto"	7552	33.82	758.2662	1934.441
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S177"	"Quattro favole d'Esopo per Valerio Adami"	7490	33.68	-970.7933	1855.742
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S178"	"Il gorilla albino"	4684	26.12	-273.0938	-1730.051
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
"S179"	"L'altra euridice"	16915	46.82	-1934.757	-741.905
